name,count
Philips Handheld Diagnostics,3
Philips Healthcare,104
"Philips Healthcare (Suzhou) Co., Ltd.",1
Philips Medical Systems,19
Philips Oral Healthcare,6
Philips Portuguesa S.A.,1
Philips Respironics,66
Phillip J Bendick,1
Philogen S.p.A.,34
"PhiloMetron, Inc.",1
Philozon Geradores de Ozonio LTDA,1
Phloronol Inc.,1
Phoenicis Therapeutics,2
"Phoenix Biotechnology, Inc",1
"Phoenix Cardiac Devices, Inc.",1
Phoenix Clinical Inc.,1
Phoenix Eagle Company,1
Phoenix Healthcare Group,1
"Phoenix International Life Sciences, Inc.",2
Phoenix Molecular Designs,1
"Phoenix Thera-lase Systems, LLC",1
"Phoenix Tissue Repair, Inc.",3
"Phonak AG, Switzerland",9
Phosphate Therapeutics,1
Photocure,23
Photolitec LLC,1
photonamic GmbH & Co. KG,9
"PhotoniCare, Inc.",2
"PhotonMD, Inc",1
Photopharmica,1
"PhotoPharmics, Inc.",3
"PhotoThera, Inc",2
"Photozig, Inc.",6
pH Pharma,5
"Phraxis, Inc.",1
"Phrixus Pharmaceuticals, Inc.",1
PHT Corporation,3
PH&T S.p.A.,1
Physeon GmbH,2
Physician Recommended Nutriceuticals,5
"Physicians Pharmaceuticals, Inc.",2
Physidia,1
Physio-Assist,5
Physio Care,1
Physio-Control,3
Physiomics,1
"PhysioWave, Inc.",1
"physIQ, Inc.",3
Phythea,1
PhytoCeutica,3
Phytogen Medical Foods S.L.,1
PhytoHealth Corporation,17
Phytomedics Inc.,1
Phytopharm,4
"PhytoTech Therapeutics, Ltd.",3
Phytotox SA,1
Pi-cardia,4
Picomole Inc,3
"pico-tesla Magnetic Therapies, LLC",9
Picterus AS,1
"Piedmont Heart Institute, Inc., Atlanta, GA",5
"Piedmont Pharmaceuticals, LLC",1
Pierian Biosciences,6
Pieris Australia Pty Ltd,2
Pieris Pharmaceuticals GmbH,4
"Pieris Pharmaceuticals, Inc.",4
Pierre Fabre Dermatology,4
Pierre Fabre Dermo Cosmetique,22
"Pierre Fabre Ibérica, S.A.",1
Pierre Fabre Laboratories,22
Pierre Fabre Medical Devices,1
Pierre Fabre Medicament,66
Pierre Fabre Pharma AG,4
Pierre Fabre Pharma GmbH,9
Pierrel Research Europe GmbH,4
"Pierrel Research USA, Inc.",2
Pila Pharma,2
PiLeJe,19
Pilipili NV,5
Pilloxa,2
"Pine Trees, Inc.",1
Pink Ribbon Inc.,4
Pinnacle Biologics Inc.,8
Pinnacle Pain Medicine,1
"Pinnacle Pharmaceuticals, Inc.",1
Pinnaclife Inc.,2
"Pinotbio, Inc.",2
"Pin Siang Medical Biotechnology Co., Ltd.",1
Pinta Biotherapeutics,1
"Pinteon Therapeutics, Inc",2
Pinze Lifetechnology Co. Ltd.,1
Piomic Medical AG,1
"Pioneer Surgical Technology, Inc.",6
Pionyr Immunotherapeutics Inc.,2
"Pipeline Therapeutics, Inc.",3
"Piper Biosciences, Inc.",2
PIQUR Therapeutics AG,8
"Piramal Critical Care, Ltd.",3
Piramal Enterprises Limited,23
Piramal Healthcare Canada Ltd,3
Piramal Imaging Limited,1
Pivotal S.L.,18
Pivot Medical Inc.,1
"Pixel Velocity, Inc. / Epsilon Imaging",1
Pixium Vision SA,5
PKvitality,1
Placon Therapeutics,1
"Planexta, Inc",1
Planmed Oy,1
PlaqueTec Ltd,1
PlasFree Ltd.,1
Plasmacure,2
Plasma Services Group,1
Plasma Surgical Inc,2
Plethora Solutions Ltd,5
Plexision,2
Plexus Worldwide,2
Plexxikon,21
"Pliant Therapeutics, Inc.",5
"PL Thomas & Co., Inc.",1
Pluristem Ltd.,11
"PluroGen Therapeutics, Inc",2
"Pluromed, Inc.",2
Plus Therapeutics,2
PLx Pharma,11
PMD Solutions,4
"PMG Pharm Co., Ltd",6
"PMV Pharmaceuticals, Inc",2
Pneumacare Ltd,9
Pneumagen Ltd.,1
"Pneuma Respiratory, Inc",1
Pneumedicare Ltd.,1
"Pneumoflex Systems, LLC",1
"PneumRx, Inc.",14
PNMedical,1
Pnn Medical A/S,3
Pnn Medical DK,1
"PNP Therapeutics, Inc.",2
Pocared Diagnostics,1
Pocket Naloxone Corp,1
POCKiT diagnostics Ltd,1
"POC Medical Systems, Inc.",1
"Podimetrics, Inc.",5
Point Biomedical,7
POINT Biopharma,2
Point Designs,5
Point Therapeutics,7
"Polarean, Inc.",2
Polares Medical SA,5
Polaris Group,20
Polaris Health Directions,4
PolarityTE,3
"Polaryx Therapeutics, Inc.",1
Polichem S.A.,7
Policlinica Metropolitana,1
Polisa - Biopolímeros para Saúde,1
Pollogen,3
Polpharma Biologics S.A.,1
Polski Bank Komorek Macierzystych JSC (PBKM),1
PolyActiva Pty Ltd,4
"Polychrome Medical, Inc.",2
Polyganics BV,5
Polyheal Ltd.,1
"PolyMedix, Inc.",2
Polymun Scientific GmbH,1
Polyneuron Pharmaceuticals AG,1
Polynoma LLC,1
PolyNovo Biomaterials Pty Ltd.,2
"Polyphenolics, Inc.",2
"Polyphenon E International,Inc.",1
Polyphor Ltd.,12
PolyPhotonix Medical,1
PolyPid Ltd.,7
POLYSAN Scientific & Technological Pharmaceutical Company,12
Pomegranate Health,1
POM Wonderful LLC,14
Ponce De Leon Health,1
"Ponce Medical School Foundation, Inc.",3
Poniard Pharmaceuticals,9
Pope Research Corporation,4
Pop Medical Solutions,3
Pop Test Oncology LLC,2
Portola Pharmaceuticals,28
"Portola Pharmaceuticals, LLC (a wholly owned subsidiary of Alexion Pharmaceuticals)",1
"Poseida Therapeutics, Inc.",5
Poseidon CRO,1
Positrigo AG,1
Posit Science Corporation,37
"Potentia Pharmaceuticals, Inc.",1
Potrero Medical,8
PowderMed,6
Power Life Sciences Inc.,1
PowerVision,4
Poxel SA,13
POZEN,30
PPC Pharmaceuticals,1
PPD,143
"PQ Bypass, Inc.",6
PRAECIS Pharmaceuticals Inc.,5
PRA Health Sciences,95
Prairie Education and Research Cooperative,6
Prairie Plant Systems Inc.,1
Prairie Vascular Research Inc.,2
Prana Biotechnology Limited,5
PranaScience Institute LLC,1
Prasco LLC,1
Prati Donaduzzi & Cia Ltda,1
"Praxis Bioresearch, LLC",1
Praxis Medical Devices Ltd,1
Praxis Precision Medicines,5
"Preceptis Medical, Inc.",3
"Precera Bioscience, Inc.",2
"Precigen Actobio T1D, LLC",1
"Precigen, Inc",1
Precirix,2
"Precision Analytical, Inc.",1
"Precision Biologics, Inc",4
"Precision Biopsy, Inc.",4
"Precision BioSciences, Inc.",4
Precision Biotech Taiwan Corp.,1
PrecisionBiotics Group Ltd.,4
"PreCision Dermatology, Inc.",2
Precision For Medicine,4
Precision Life Sciences Group,3
Precision Robotics (Hong Kong) Limited,2
Precision Therapeutics,7
PRECLIN Biosystems AG,1
Precordior Ltd,4
PredictImmune Ltd,1
Predictive Biosciences,2
"PreDxion Bio, Inc.",1
"PreEmptive Meds, Pvt. Ltd",1
"Preferred Medicine, Inc",1
Pregistry,6
PregLem SA,10
Pregnolia AG,2
Prelife Kft,1
PreludeDx,2
Prelude Therapeutics,6
Premaitha Health,2
PreMD,1
Premia Spine,3
Premier Research Group plc,44
Prenexus Health,1
Prenome,1
Prep Biopharm Limited,4
Presage,1
Presage Biosciences,6
"PresbiBio, LLC",1
Prescient Surgical,1
"Prescient Therapeutics, Ltd.",6
"Presidio Pharmaceuticals, Inc.",7
"Pressure Profile Systems, Inc.",2
Prestige Biopharma Limited,6
Prestwick Pharmaceuticals,1
"PreTeL, Inc",2
PREtest Consult,1
"Prevail Health Solutions, LLC",1
Prevail Therapeutics,3
Preventice,6
Preventicus GmbH,5
"Prevention Strategies, LLC",1
Prevent-Plus LLC,1
Previvo Genetics,2
Prexton Therapeutics,3
"PRG Science & Technology Co., Ltd.",1
"PriCara, Unit of Ortho-McNeil, Inc.",42
Price Vision Group,11
Prilenia,6
Prima BioMed Ltd,4
Primal Therapies Inc.,1
"Prima-Temp, Inc",1
PrimeVax Immuno-Oncology Inc.,3
PrimeVigilance,4
"Primex Clinical Laboratories, Inc.",1
Primex ehf,2
Primus Pharmaceuticals,11
"Principia Biopharma, a Sanofi Company",8
Prinston Pharmaceutical Inc.,1
Prism Pharmaceuticals,3
"Prism Pharma Co., Ltd.",8
Privo Technologies,1
"PRM Pharma, LLC",1
"Proacta, Incorporated",9
Proactive Life Inc,1
Pro-Active Medical Pty Ltd,2
Proaparts srl,1
ProArc Medical,2
Proaxis Therapy,2
Probelte Pharma S.L.U.,3
Probe Scientific Limited,1
Probi AB,21
Pro-bio Biotech Co. Ltd.,1
Probiomed S.A. de C.V.,1
Probiomics Ltd,1
Probionase Therapies Inc.,1
Probionov,1
Probiotical S.p.A.,4
Probiotics International Ltd.,1
ProbiSearch SL,8
Pro Bono Bio,1
Procare Health Iberia S.L.,9
Procept,1
PROCEPT BioRobotics,11
"ProCertus BioPharm, Inc",3
Processa Pharmaceuticals,7
ProChon Biotech Ltd,1
"Proclara Biosciences, Inc.",3
ProCore Ltd.,3
Procris Pharmaceuticals,3
Procter and Gamble,133
Procter & Gamble Beauty,1
Procyrion,2
"ProDa BioTech, LLC",1
proDERM GmbH,8
Prodia Diacro Laboratories P.T.,1
ProDigest,3
Prodimed SAS,1
Productos Científicos S. A. de C. V.,2
ProEthic Pharmaceuticals,1
Prof. Dr. Thomas Forst,1
ProFem GmbH,2
Professional Compounding Centers of America,1
"Professional Disposables International, Inc.",4
Professor Nikolai Petrovsky,1
Profil Institut für Stoffwechselforschung GmbH,40
Prof. Kristian Reich,1
"Profusa, Inc.",1
"Progenics Pharmaceuticals, Inc.",31
Progenitec Inc.,2
"Progenity, Inc.",8
Progen Pharmaceuticals,11
"Progentec Diagnostics, Inc.",2
"Progyny, Inc.",10
Proinnovera GmbH,4
PRo-IV,1
"Project Momentum, Inc.",1
ProjectVideo Inc.,1
ProJenX,1
Prokarium Ltd,1
Prokidney,7
Pro-Lab Diagnostics,1
Prolacta Bioscience,14
Prolexys Pharmaceuticals,2
Prollenium Medical Technologies Inc.,7
"Prolocor, Inc",1
Prologue Research International,14
Prolongevity Technologies,1
Prolong Pharmaceuticals,15
ProLynx LLC,1
Prolytic GmbH,2
Promedon,3
Promefarm S.r.l.,1
Promega Corporation,1
"Promentis Pharmaceuticals, Inc.",4
Promethera Therapeutics,7
"Prometheus Biosciences, Inc.",5
Prometheus Inc.,3
Prometheus Laboratories,27
"Prometic Biotherapeutics, Inc.",5
"ProMetrics, Inc.",1
"Promius Pharma, LLC",10
Promontory Therapeutics Inc.,3
Promyco Diagnostics,1
Proneuron Biotechnologies,1
Pronova BioPharma,23
Pronova BioPharma ASA,1
Proof Diagnostics,1
ProofPilot,12
"Proove Bioscience, Inc.",3
Propella Therapeutics,3
"Propel Orthodontics, LLC",1
"ProPep Surgical, LLC",1
Prophylix Pharma AS,1
ProQR Therapeutics,12
"ProRhythm, Inc.",1
Prosidion Ltd.,1
"Prosidyan, Inc.",1
ProSight,1
Prosonix Limited,1
ProstaCare Singapore Pte. Ltd.,1
ProstaPlant Urology System Ltd.,1
"Prostate Laser Center, PLLC",1
Prosthetic Design & Research,1
Prostrakan Pharmaceuticals,10
Proswell Medical Corporation,11
ProtAffin Biotechnologie AG,1
"Protagonist Therapeutics, Inc.",12
"Protalex, Inc.",6
Protalix,18
Protara Therapeutics,3
"ProTechSure Scientific, Inc.",1
Protein Sciences Corporation,18
Protelight Pharmaceuticals Australia PTY LTD,1
Protembis GmbH,2
"Protenus, Inc.",1
Proteocyte Diagnostics Inc.,1
"ProteoGenix, Inc.",2
ProteoMediX AG,2
"Proteonomix, Inc.",2
Proteon Therapeutics,8
Proteor Group,2
"Proteostasis Therapeutics, Inc.",7
ProteoSys AG,1
"Proteus Digital Health, Inc.",11
"Protez Pharmaceuticals, Inc.",1
Protgen Ltd,10
"Prothelia, Inc.",1
Prothena Biosciences Limited,8
Prothena Biosciences Ltd.,7
"ProThera, Inc.",1
Prothya Biosolutions,24
Protina Pharmazeutische GmbH,2
ProTiP Medical,4
Proto Pharma Ltd,2
Pro Top & Mediking Company Limited,12
Protox Inc.,2
Proveca Pharma Limited,1
"Provectus Biopharmaceuticals, Inc.",5
Provectus Pharmaceuticals,9
"Provention Bio, Inc.",9
Prove pharm,2
Provepharm SAS,1
ProVerum Medical,1
"Providence Medical Technology, Inc.",3
Providence Therapeutics Holdings Inc.,2
"Provista Diagnostics, Inc",2
Provitro GmbH,1
Proximagen Limited,1
"Proximagen, LLC",1
"PRP Concepts, LLC",3
PSA Automobiles S.A.,1
PSI CRO,5
pSiMedica Limited,1
PsiOxus Therapeutics Ltd,11
pSiVida Limited,2
"P&S Mechanics Co., Ltd.",2
Psoriasis Research Institute of Guangzhou,1
P. Square Medical Ltd,1
Psyadon Pharma,7
Psychiatry Roskilde,3
"Psychology Software Tools, Inc.",1
Psychometrix Associates,1
PT Bernofarm,1
PT Bifarma Adiluhung,1
PT Bio Farma,29
PTC Therapeutics,68
PT. Daewoong Infion,2
PT. Innovative Pharma Solutions,1
PT Kalbe Genexine Biologics,2
PT. Kimia Farma (Persero) Tbk,5
PT. Medisafe Technologies,1
PT Novell Pharmaceutical Laboratories,1
PT Otsuka Indonesia,2
PT Pharma Metric Labs,5
PT. Prodia Stem Cell Indonesia,9
PT. Sari Husada,2
PTS International Inc.,2
PT Sydna Farma,1
Public Health Vaccines LLC,1
Puleva Biotech,5
Pulmagen Therapeutics,4
"Pulmair Medical, Inc.",1
Pulmatrix Inc.,14
Pulmocide Ltd,10
Pulmokine Inc.,1
"PulmOne Advanced Medical Devices, Ltd.",1
Pulmongene Ltd.,1
Pulmonx Corporation,13
Pulmonx International Sàrl,2
"Pulmoquine Therapeutics, Inc",1
"Pulmotect, Inc.",6
"Pulnovo Medical (Wuxi) Co., Ltd.",1
Pulsalys,1
Pulsar Vascular,3
"Pulse Biosciences, Inc.",8
"Pulse Medical Imaging Technology (Shanghai) Co., Ltd",3
PulseNmore,2
PulseOn Oy,2
PulseSync Pte Ltd,1
Pulse Therapeutics,2
Pulsion Medical Systems,1
Pulsion Medical Systems SE,1
"Puma Biotechnology, Inc.",52
Puratos,1
Purdue Frederick,1
"Purdue Pharma, Canada",9
Purdue Pharma LP,73
Pure Encapsulations,1
Pure Green,6
Puressentiel,3
PureTech,5
PurGenesis Technologies Inc.,3
"PuriCore, Inc.",1
"Purinomia Biotech, Inc.",1
"Pursuit Vascular, Inc.",2
"PvP Biologics, Inc.",1
PX Biosolutions,1
PX'Therapeutics,2
PyrAmes Inc.,1
Pyramid Biosciences,4
"Q2i, LLC",4
Q2 Solutions,11
Q32 Bio Inc.,1
QART Medical,1
QBiotics Group Limited,2
QDose Limited,1
"QED Therapeutics, Inc.",8
"QIAGEN Gaithersburg, Inc",28
"Qidong Gaitianli Medicines Co., Ltd",8
"Qilu Pharmaceutical Co., Ltd.",49
Qilu Puget Sound Biotherapeutics (dba Sound Biologics),2
QinetiQ Ltd,2
"Qingdao Eastsea Pharmaceutical Co., Ltd.",1
"Qingdao Shengbang Pharmaceutical Co., Ltd.",1
Qingfeng Pharmaceutical Group,1
"Qlaris Bio, Inc.",3
QLT Inc.,29
Q-Med AB,80
Qmed Consulting A/S,3
Qmedics AG,1
"Q-Med Scandinavia, Inc.",4
"QOL Medical, LLC",4
Qompium NV,4
"Qpex Biopharma, Inc.",5
Q-Pharm Pty Limited,11
QPS Netherlands B.V.,4
QPS-Qualitix,4
QRay Ltd.,1
QRS Asia Sdn Bhd,1
QRxPharma Inc.,7
"Q Therapeutics, Inc.",2
QT Ultrasound LLC,5
Quadrant Biosciences Inc.,1
"Quadriga Biosciences, Inc.",2
Quaker Oats Company,5
Qualidigm,2
QualiLife Pharmaceuticals,1
QualiMed Innovative Medizinprodukte GmbH,3
Qualitas Health,1
"Qualitix Clinical Research Co., Ltd.",2
QualityMetrics,4
Qualizyme Diagnostics GmbH & Co KG,2
Quanovate Tech Inc.,1
Quanta Dialysis Technologies Ltd,1
QuantalX Neuroscience,4
Quanta Medical,12
"Quanta System, S.p.A.",1
Quantel Medical,1
Quantgene Inc.,1
Quantified Citizen Technologies Inc.,1
"Quantified, Inc.",1
Quantinosis.ai LLC,1
"Quantum Applied Science & Research, Inc.",1
Quantum Genomics SA,10
Quantum Imaging Limited,1
Quantum Surgical,1
Quark Pharmaceuticals,14
QuatRx Pharmaceuticals,6
QuatRx Pharmaceuticals Company,4
Qu Biologics Inc.,5
Quell Therapeutics Limited,2
Que Oncology,2
Quercegen Pharmaceuticals,8
Quest Diagnostics-Nichols Insitute,14
Quest Pharmaceutical Services,2
Quest PharmaTech Inc.,1
Quidel Corporation,13
"Quigley Pharma, Inc.",1
Química Luar SRL,1
"Quintessence Biosciences, Inc.",1
"Quintiles, Inc.",160
QuiO,1
"Quitbit, Inc.",1
Quorn,5
Quotient Bioresearch,2
Quotient Diagnostics Limited,1
Quotient Sciences,36
Quratis Inc.,2
QureBio Ltd.,1
"Qure Healthcare, LLC",16
"Qurient Co., Ltd.",7
Qvanteq AG,1
R2 Dermatology,6
R3 Stem Cell,2
R3 Vascular Inc.,1
Race Oncology Ltd,2
Rachel Kuperman,1
Rachiotek LLC,1
"Radial Medical, Inc.",2
Radiancy,2
RadianQbio,1
Radiant Medical,2
Radicle Science,2
"Radiomedix, Inc.",6
Radiometer Medical ApS,4
"Radius Health, Inc.",15
"Radius Pharmaceuticals, Inc.",7
"Radnor Registry Research, Inc",1
Rafael Pharmaceuticals Inc.,13
Rafa Laboratories,4
Raffeiner GmbH,7
Rainier Therapeutics,3
Rain Therapeutics Inc.,4
RAI Services Company,39
Raisio Group,13
Raisio Plc,2
"Rakuten Medical, Inc.",6
"Ralexar Therapeutics, Inc.",2
"Rallybio IPA, LLC",1
"Raman Health Technologies, S.L.",1
Ra Medical Systems,3
"Rampart Health, L.L.C.",2
Ranbaxy Inc.,3
Ranbaxy Laboratories Limited,101
RaND Biosciences,1
Randolph Quinn,1
Ranier Technology Limited,1
RANI Therapeutics,3
Ranvier Health Ltd,1
"Rapamycin Holdings, Inc. dba Emtora Biosciences",3
Rapa Therapeutics LLC,4
Ra Pharmaceuticals,8
Rapid Medical,5
Rapid Pathogen Screening,7
"RapidPulse, Inc",1
RapiDx Ltd.,1
Raptor Pharmaceuticals Corp.,2
"RAPT Therapeutics, Inc.",4
RaQualia Pharma Inc.,1
Rarecells,2
Rare Thyroid Therapeutics International AB,1
"RasCal Therapeutics, Inc.",1
Ratan K. Chaudhuri,2
Ratiopharm GmbH,4
"Raydiant Oximetry, Inc.",4
Rayner Intraocular Lenses Limited,4
Raziel Therapeutics Ltd.,6
Razor Genomics,1
R-Bio,16
RBP4 Pty Ltd,2
RCTs,8
RDC Clinical Pty Ltd,4
RDD Pharma Ltd,11
RD Global Araştirma Geliştirme Sağlik Ilaç Inşaat Yatirimlari A.Ş.,1
RDO Pharm.,2
Reading Scientific Services Ltd.,6
"Readout, Inc.",1
Real Imaging Ltd.,10
"Realm Therapeutics, Inc.",2
"Real Prevention, LLC",6
"ReAlta Life Sciences, Inc.",3
Real Time Diagnostics Ventures INC,1
"Reata Pharmaceuticals, Inc.",48
Rebiotix Inc.,9
"Rebiscan, Inc.",9
"Recardio, Inc.",1
"Recens Medical, Inc.",2
Recepta Biopharma,4
Recerca Clínica S.L.,2
"Recibio, Inc.",1
"Recida Therapeutics, Inc.",1
Reciprocal Labs,1
Reckitt Benckiser Healthcare (UK) Limited,27
Reckitt Benckiser Inc.,7
Reckitt Benckiser LLC,18
Recognify Life Sciences,1
Recoly N.V.,1
Recombio SL,1
"Reconstrata, LLC",1
RECORDATI GROUP,11
Recordati Rare Diseases,6
"ReCor Medical, Inc.",7
RecoverLINK,1
Recovery Force LLC,2
Recovery Record Research,1
"Recros Medica, Inc.",3
Recursion Pharmaceuticals Inc.,2
Red de Terapia Celular,19
RedDress Ltd.,6
ReDent Nova,1
"RedHill Biopharma, Inc.",1
RedHill Biopharma Limited,19
Rediscovery Life Sciences,1
Red Maple Trials Inc.,1
"REDNVIA Co., Ltd.",2
Redo-Neurosystems,1
Redwood Pharma AB,1
Redx Pharma Plc,4
Refill France,1
"Reflexion Health, Inc.",3
RefleXion Medical,1
"ReFlow Medical, Inc.",5
"Refocus Group, Inc.",3
"Refocus Ocular Europe, B.V.",1
"Regado Biosciences, Inc.",4
"ReGelTec, Inc.",1
Regenacy Pharmaceuticals LLC,1
Regend Therapeutics,10
"RegeneCure, Ltd.",2
Regenera Pharma Ltd,6
Regenerative Orthopedics and Sports Medicine,1
"Regenerative Patch Technologies, LLC",1
Regeneron Pharmaceuticals,515
"RegeneRx Biopharmaceuticals, Inc.",5
"Regenesis Biomedical, Inc.",12
"Regenexx, LLC",15
Regen Lab SA,10
RegenLab USA LLC,2
Regentis Biomaterials,2
"ReGenTree, LLC",6
Regenxbio Inc.,19
Regimmune Corporation,3
Regor Pharmaceuticals Inc.,2
Regulus Therapeutics Inc.,1
Rehab-Robotics Company Limited,2
"Reia, LLC",1
"Reichert, Inc.",1
Reig Jofre Group,5
Reiley Pharmaceuticals Inc.,1
Reistone Biopharma Company Limited,10
ReiThera Srl,11
Rejoni Inc.,1
"Rejuven Dermaceutical Co., Ltd.",1
"Relay Therapeutics, Inc.",2
Reliable Cancer Therapies,7
Reliance Life Sciences Private Limited,1
ReliantHeart Inc.,1
Reliant Pharmaceuticals,9
"Reliant Technologies, Inc. Mountain View, CA",1
"Relievant Medsystems, Inc.",8
Relife Italia S.r.l.,1
Relife S.r.l.,6
"Relmada Therapeutics, Inc.",7
"Relox Medical, LLC",1
"Relypsa, Inc.",11
"REMD Biotherapeutics, Inc.",6
Remedee SA,6
Remedor Biomed Ltd,1
Remedy,1
"RemeGen Co., Ltd.",41
RemovAid AS,4
"Rempex (a wholly owned subsidiary of Melinta Therapeutics, Inc.)",7
Rempex Pharmaceuticals (a wholly owned subsidiary of The Medicines Company),7
reMYND,1
Renaissance RX,2
Renal Dynamics GmbH,1
"RenalGuard Solutions, Inc.",1
Renalis,1
"Renal Solutions, Inc.",2
"Renalytix AI, Inc.",4
RenaMed Biologics,2
Renata Medical,1
Reneo Pharma Ltd,6
"ReNetX Bio, Inc.",1
ReNeuron Limited,7
Renew Group,2
Renew Life Formulas Inc,2
Renew Medical,1
"Renibus Therapeutics, Inc.",6
Renishaw,1
Renmiao Zhang,1
"RenovaCare, Inc",1
Renova Therapeutics,2
"Renovia, Inc.",6
Renovis,2
"Renovis Surgical Technologies, Inc.",1
Renovo,30
RenovoDerm,1
RenovoRx,3
Repare Therapeutics,5
Repertoire Immune Medicines,3
"RepliCel Life Sciences, Inc.",3
Replicor Inc.,6
Replidyne,2
Repligen Corporation,10
Replimune Inc.,5
Repolar Ltd.,2
Reponex Pharmaceuticals A/S,2
Repos Pharma,1
"Reprieve Cardiovascular, Inc",2
Reprixys Pharmaceutical Corporation,1
"Reproductive Research Technologies, LP",4
Reproductive Science Center,2
Reprogenetics,7
Repros Therapeutics Inc.,59
ReProtect Inc,2
"Repurposed Therapeutics, Inc.",8
ResApp Health Limited,4
"ResBiotic, Inc",1
"Research Center, LLC",1
Research Centre BIOFORM,1
Research Consult GmbH,1
"Research & Development Institute, Inc.",1
Research & Diagnostic Antibodies,2
Researched Nutritionals LLC,1
Research Insight LLC,11
"ReSearch Pharmaceutical Services, Inc.",2
ResearchPoint,1
"Reset Medical, Inc.",1
ReShape Lifesciences,11
Resistell AG,1
Resistentia Pharmaceuticals AB,1
ResMed,129
Resolution Blue Labs Inc,1
Resolve Therapeutics,4
"Resolvyx Pharmaceuticals, Inc",2
Resonance Health,1
"Resonea, Inc",1
"Respicardia, Inc.",9
Respicopea Limited,1
Respinor AS,3
Respinova LTD,3
"Respira Labs, Inc",1
"Respira Therapeutics, Inc.",2
"Respiratory Motion, Inc.",6
Respiratory Technology Corporation,2
Respiree Pte Ltd,2
Respirent Pharmaceuticals Co Ltd.,15
RespireRx,5
Respirics Inc.,1
Respirio Pty Ltd,1
"Respirix, Inc.",1
"Respironics, California, Inc.",4
Respironics International,1
"Respirtech, Inc.",1
Respivant Sciences GmbH,2
Respivant Sciences Inc.,2
Respivert Ltd,11
Response Biomedical Corp.,4
Restech Srl,5
"Restem, LLC.",2
Restor3D,2
"Restoration Robotics, Inc.",2
Restorbio Inc.,5
Restore Medical Ltd,1
Results Group LLC,3
Resverlogix Corp,12
ReThink Medical,1
"RETINA-AI Health, Inc.",2
Retinagenix Therapeutics,1
Retina Health Center,2
Retina Implant AG,6
Retinal Care Inc.,2
Retinset SL,1
"RetroLead (Shanghai) BioPharma Co., Ltd.",1
Retroscreen Virology Ltd.,4
"Retrotope, Inc.",7
Revalesio Corporation,13
"REVA Medical, Inc.",6
Revamp Medical Inc.,1
Revamp Medical Ltd.,2
"Revance Therapeutics, Inc.",28
"Revelle Aesthetics, Inc",1
Revenio Research,6
"Reven Pharmaceuticals, Inc.",3
"Revent Medical, Inc.",1
Revent Medical International B.V.,2
"ReveraGen BioPharma, Inc.",9
Reverse Medical Corporation,1
Revimmune,10
ReViral Ltd,5
"ReVision Optics, Inc.",3
Revision Skincare,5
Revivant Corporation,1
Reviva Pharmaceuticals,3
"Revive Therapeutics, Ltd.",4
"ReVivo Medical, Corp.",1
rEVO Biologics,9
"Revogenex, Inc.",1
Revolo Biotherapeutics,3
"Revolution Medicines, Inc.",6
Revotar Biopharmaceuticals AG,3
"ReWalk Robotics, Inc.",4
"Rexahn Pharmaceuticals, Inc.",8
Rex Bionics Plc,1
"ReXceptor, Inc.",1
Rex Medical,4
"Reyon Pharmaceutical Co., Ltd.",2
"RFS Pharma, LLC",3
"RF Surgical Systems, Inc.",1
Rgene Corporation,1
"R&G Pharma Studies Co.,Ltd.",9
"Rhaeos, Inc.",1
RHEACELL GmbH & Co. KG,8
Rhein 83 Srl,1
Rheon Medical SA,2
Rhizen Pharmaceuticals SA,16
"Rhodes Pharmaceuticals, L.P.",11
"Rho Federal Systems Division, Inc.",38
"Rho, Inc.",20
Rhone-Poulenc Rorer,6
Rhoshan Pharmaceuticals Inc,1
RhoVac APS,2
Rhythm AI Ltd,1
Rhythm Diagnostic Systems,1
"Rhythm Pharmaceuticals, Inc.",23
"RiboCor, Inc.",2
Ribomic USA Inc,3
"Ribon Therapeutics, Inc.",3
"Riboscience, LLC.",1
Ribozyome,2
"Richever Enterprise Co., Ltd.",1
Richmond Pharmacology Limited,26
Richmond Research Institute,3
"Ridgeback Biotherapeutics, LP",4
Ridge Diagnostics Inc.,1
Rigel Pharmaceuticals,29
Rigen Biotech,1
Right-Air,1
RightBio Metrics,2
"Rik Buschman, PhD",1
"Rimidi Diabetes, Inc.",1
Rinicare Ltd,2
"Rinovum Women's Health, Inc.",4
Rio Grande Neurosciences,1
Rippe Lifestyle Institute,3
Ripple Therapeutics Pty Ltd,1
"Rise Biopharmaceuticals, Inc.",1
Risk Benefit Statistics LLC,1
RITA Medical Systems,3
Rite Aid Corp.,1
"Ritter Pharmaceuticals, Inc.",4
Riva Health,1
River 3 Renal Corp.,1
Riverain Technologies,3
"River Plate Biotechnology, Inc.",1
Riverside Pharmacueticals Corporation,1
River Vision Development Corporation,1
"Rivus Pharmaceuticals, Inc.",4
"RizLab Health, Inc.",1
R.J. Reynolds Tobacco Company,5
R.J. Reynolds Vapor Company,5
RLS Global,2
"RMJ Holdings, LLC",1
"RMT Medical Technologies, Ltd.",1
Rna Diagnostics Inc.,1
Robert E. Pyke,1
Robert Lodder,2
Roberts Pharmaceutical,1
"Robert W. Alexander, MD, FICS",2
Robocath,2
Rochal Industries LLC,1
Roche Chugai,5
Roche Diagnostic Ltd.,9
Roche Diagnostics,41
"Roche Farma, S.A",16
Roche-Genentech,20
"Roche Molecular Systems, Inc",4
Roche Pharma AG,369
