nct_id,sponsor,start_date,completion_date,study_type,baseline_population,brief_title,official_title,overall_status,phase,enrollment,number_of_arms,interventions
NCT04171765,"Genentech, Inc.",30-SEP-20,12-JAN-23,Interventional,,"A Study to Evaluate the Efficacy, Safety, and Pharmacokinetics of BFKB8488A Compared With Placebo in Participants With Non-Alcoholic Steatohepatitis","A Phase II, Randomized, Parallel-Group, Double-Blind, Placebo-Controlled, Multicenter Study to Evaluate the Efficacy, Safety, and Pharmacokinetics of BFKB8488A Compared With Placebo in Patients With Non-Alcoholic Steatohepatitis","Active, not recruiting",Phase 2,260,6,Placebo|BFKB8488A
NCT04173065,"Viking Therapeutics, Inc.",15-NOV-19,31-DEC-22,Interventional,,A Study to Assess the Efficacy and Safety of VK2809 for 52 Weeks in Subjects With Biopsy Proven NASH,"VK2809 A Phase 2B, Randomized, Double-Blind, Placebo-Controlled, Multicenter Study to Assess the Efficacy, Safety, and Tolerability of VK2809 Administered for 52 Weeks Followed by a 4-Week Off-Drug Phase in Subjects With Biopsy Proven Non-Alcoholic Steatohepatitis With Fibrosis",Recruiting,Phase 2,337,5,VK2809|Placebos
NCT04267393,Bristol-Myers Squibb,17-MAR-21,23-JUL-24,Interventional,,Safety and Effectiveness of BMS-986263 in Adults With Compensated Cirrhosis (Liver Disease) From Nonalcoholic Steatohepatitis (NASH),"A Randomized, Double-Blind, Placebo-Controlled, Parallel-Group, Multiple-Dose Phase 2 Study to Evaluate the Efficacy and Safety of BMS-986263 in Adults With Compensated Cirrhosis From Nonalcoholic Steatohepatitis (NASH)",Recruiting,Phase 2,270,3,BMS-986263|Placebo
NCT04341246,Perspectum,28-JAN-21,31-AUG-22,Observational,,Characterization and Technical Evaluation of cT1 for NASH (CATE-NASH),Characterization and Technical Evaluation of cT1 for NASH (CATE-NASH): A Case-control Study,Recruiting,,60,,LiverMultiscan
NCT03801577,BASF AS,28-FEB-19,31-DEC-19,Interventional,,Hepaxa Management of Non-alcoholic Fatty Liver Disease,Hepaxa Management of Non-Alcoholic Fatty Liver Disease (NAFLD): A Real-world Pilot Study Observing Effects of Nutritional Management With Hepaxa in Subjects With Liver Steatosis,Unknown status,Not Applicable,50,1,Hepaxa
NCT03812029,Enyo Pharma,30-JAN-19,06-JUL-21,Interventional,,"Safety, Tolerability, Pharmacokinetics and Efficacy of EYP001a in Patients With Nonalcoholic Steatohepatitis (NASH)","A Phase 2a, Randomized, Double-Blind, Multicenter, Placebo-Controlled Study to Assess the Safety, Tolerability, Pharmacokinetics, and Efficacy of EYP001a in Patients With Nonalcoholic Steatohepatitis",Completed,Phase 2,120,5,EYP001a|Placebo
NCT03823703,Corcept Therapeutics,04-NOV-20,05-APR-21,Interventional,,"Study Evaluating the Safety, Efficacy, and Pharmacokinetics of Miricorilant in Patients With Presumed Nonalcoholic Steatohepatitis (NASH)","A Phase 2a, Randomized, Double-Blind, Placebo-Controlled Study Evaluating the Safety, Efficacy, and Pharmacokinetics of Miricorilant in Patients With Presumed Nonalcoholic Steatohepatitis (NASH)",Terminated,Phase 2,12,3,Miricorilant|Miricorilant|Placebo
NCT03863574,Zydus Therapeutics Inc.,12-JUN-19,30-OCT-20,Interventional,,Saroglitazar Magnesium in the Treatment of Non-Alcoholic Steatohepatitis,"A Phase 2, Prospective, Randomized, Double-blind, Placebo-controlled Study to Evaluate the Safety and Efficacy of Saroglitazar Magnesium 2 mg and 4 mg in Patients With Non-alcoholic Steatohepatitis",Completed,Phase 2,16,3,Saroglitazar Magnesium 2mg|Saroglitazar Magnesium 4mg|Placebos
NCT03883607,Genfit,25-JUN-19,16-JUN-20,Interventional,Analysis was performed on intent-to-treat (ITT) population that had included participants who were randomized and had received at least 1 dose of the study drug.,"Elafibranor, PK and Safety in Children and Adolescents 8 to 17 Years of Age With Non Alcoholic Steatohepatitis (NASH)","An Open Label, Randomized, Multicenter Study to Assess the Pharmacokinetic and Pharmacodynamic Profile and the Safety and Tolerability of Two Dose Levels of Elafibranor (80 mg and 120 mg) in Children and Adolescents, 8 to 17 Years of Age, With Nonalcoholic Steatohepatitis (NASH)",Terminated,Phase 2,10,2,Elafibranor 80mg|Elafibranor 120mg
NCT03912532,"NGM Biopharmaceuticals, Inc",16-MAY-19,29-MAR-21,Interventional,,"Evaluation of Efficacy, Safety and Tolerability of Aldafermin in a Phase 2b, Randomized, Double-blind, Placebo-controlled, Multi-center Study In Subjects With Nonalcoholic Steatohepatitis and Stage 2/3 Fibrosis (ALPINE 2/3)","A Phase 2b, Randomized, Double-blind, Placebo-controlled, Multi-center Study to Evaluate the Efficacy, Safety, and Tolerability of Three Doses of NGM282 Administered for 24 Weeks for the Treatment of Histologically Confirmed Nonalcoholic Steatohepatitis (NASH)",Completed,Phase 2,171,4,NGM282|Placebo
NCT03910361,"Dong-A ST Co., Ltd.",12-APR-19,02-JUL-20,Interventional,,Efficacy and Safety of Evoglitin in Patients With Type 2 Diabetes and Non-alcoholic Fatty Liver Diseases,"A Multicenter, Double-blind, Active-controlled, Randomized, Parallel, Phase IV Clinical Trial to Evaluate the Efficacy and Safety of Evogliptin in Patients With Type 2 Diabetes and Non-alcoholic Fatty Liver Diseases",Completed,Phase 4,51,2,Evogliptin|Pioglitazone
NCT04378010,Enanta Pharmaceuticals,27-JAN-20,31-DEC-22,Interventional,,"A Randomized, Double-blind Study to Assess the Safety and Efficacy of EDP-305 in Subjects With Liver-biopsy Proven NASH","A Phase 2b Randomized, Double Blind, Placebo-Controlled, Multicenter Study Evaluating Safety and Efficacy of EDP-305 in Subjects With Liver Biopsy Proven Non-Alcoholic Steatohepatitis (NASH) (ARGON-2)",Recruiting,Phase 2,336,3,EDP-305 1.5 mg|EDP-305 2 mg|Placebo
NCT03963921,Promethera Therapeutics,09-APR-19,31-AUG-20,Interventional,,Safety and Tolerability of HepaStem in Patients With Cirrhotic and Pre-cirrhotic NASH Patients,"Multicenter, Open-label, Safety and Tolerability Study of Ascending Doses of HepaStem in Patients With Cirrhotic and Pre-cirrhotic Non-alcoholic Steato-hepatitis (NASH)",Completed,Phase 1/Phase 2,23,2,HepaStem
NCT04389775,"Sciwind Biosciences APAC CO Pty. Ltd.|Hangzhou Sciwind Biosciences Co., Ltd.",29-MAR-20,29-SEP-21,Interventional,,"To Evaluate the Safety, Tolerability, PK, and PD of XW003 Injection in Healthy Adult Participants","A Phase 1, Randomised, Double-blind, Placebo-controlled, Single and Multiple Ascending Dose Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of XW003 Injection in Healthy Adult Participants",Completed,Phase 1,64,4,Cohort A|Placebo A|Cohort B|Placebo B
NCT04399538,Pfizer,10-AUG-20,28-SEP-22,Interventional,,Study of Pharmacodynamics and Safety of DGAT2i and ACCi Coadministered in Participants With Sponsor-defined Presumed Non Alcoholic Steatohepatitis,"A PHASE 2A, 2-PART, RANDOMIZED, DOUBLE-BLIND, DOUBLE-DUMMY PLACEBO-CONTROLLED, PARALLEL-GROUP (SPONSOR OPEN) STUDY TO ASSESS PHARMACODYNAMICS AND SAFETY OF PF-06865571 (DGAT2I) COADMINISTERED WITH PF-05221304 (ACCI) IN ADULT PARTICIPANTS WITH PRESUMED NONALCOHOLIC STEATOHEPATITIS (NASH)",Recruiting,Phase 2,180,5,PF-06865571|PF-05221304|Placebo
NCT04422496,"Sunshine Lake Pharma Co., Ltd.",10-AUG-20,23-FEB-21,Interventional,,"The Safety, Tolerability, Pharmacokinetics and Pharmacodynamics Study of HEC96719 Tablets in Healthy Subjects","A Phase I, Single-Center, Randomized, Double-Blind, Placebo-Controlled, Single- and Multiple-Ascending Dose Clinical Study to Assess the Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of HEC96719 Tablets in Healthy Subjects",Completed,Phase 1,73,2,HEC96719
NCT04462562,Samsung Medison,03-JUL-20,29-JUN-21,Interventional,,Quantitative US for Evaluation of Hepatic Steatosis in NAFLD,The Diagnostic Performance Assessment of Quantitative Ultrasound Imaging Indices for Differentiating Hepatic Steatosis Grade in Patients With Non-alcoholic Fatty Liver Disease,Completed,Not Applicable,173,1,"Quantitative US (Samsung Medison, RS85A)"
NCT03938246,Sagimet Biosciences Inc.,22-MAR-19,02-OCT-21,Interventional,,Study of TVB 2640 in Subjects With Non-Alcoholic Steatohepatitis (NASH),"A Phase 2, Multi-Center, Single-Blind, Randomized, Placebo-Controlled Study of TVB 2640 in Subjects With Non-Alcoholic Steatohepatitis (FASCINATE-1)",Completed,Phase 2,142,3,TVB-2640|Placebo
NCT03953456,Genfit,16-AUG-19,14-JUL-20,Interventional,,Study to Evaluate the Effect of Elafibranor on Hepatic Lipid Composition in Subjects With Nonalcoholic Fatty Liver (NAFL),"A Double-Blind, Placebo-Controlled, Cross-over Phase II Study to Evaluate the Effect of a 6-week Elafibranor (120mg) Treatment Administered Once Daily on Hepatic Lipid Composition in Subjects With Nonalcoholic Fatty Liver (NAFL)",Terminated,Phase 2,17,2,elafibranor 120mg|Placebo
NCT03962608,Yaqrit Ltd,31-JAN-21,31-JAN-21,Interventional,,Safety and Tolerability of Yaq-001 in Patients With Non-Alcoholic Steatohepatitis,"Safety and Tolerability of Yaq-001 in Patients With Non-Alcoholic Steatohepatitis (""NASH-Safety"")",Withdrawn,Not Applicable,0,2,Yaq-001|Placebo
NCT03970031,"Cirius Therapeutics, Inc.",30-JUN-22,30-SEP-24,Interventional,,A Study of MSDC-0602K to Assess Glycemic Control and Cardiovascular Outcomes in Patients With Pre-T2D or T2D and NAFLD/NASH,"MMONARCh-1: Study of MSDC-0602K, a Modulator of the Mitochondrial Pyruvate Carrier for Outcomes in Patients With Pre Type 2 Diabetes (T2D) or T2D and NAFLD/NASH, Assessed for ImpRoved Glycemic Control and Cardiovascular Outcomes-1",Not yet recruiting,Phase 3,1800,2,MSDC-0602K|Placebo
NCT03976401,"Akero Therapeutics, Inc",28-MAY-19,10-JAN-22,Interventional,,A Study of Efruxifermin in Subjects With Histologically Confirmed Nonalcoholic Steatohepatitis (NASH),"A Phase 2a, Randomized, Double-Blind, Placebo-Controlled Study Evaluating the Safety and Efficacy of Efruxifermin in Subjects With Nonalcoholic Steatohepatitis (NASH)",Completed,Phase 2,110,6,EFX|Placebo
NCT03978247,Diafir,21-JUN-19,31-OCT-20,Interventional,,Signature Diagnostic of Non-alcoholic Steatohepatitis (NASH) by Infrared Light Spectroscopy,Validation Study of the NASHMIR Test for Non-alcoholic Steatohepatitis (NASH) Diagnosis in Patients With Severe or Morbid Obesity,Completed,Not Applicable,382,1,NASHMIR
NCT03987451,Novo Nordisk A/S,18-JUN-19,10-JUN-21,Interventional,,A Research Study on How Semaglutide Works in People With Fatty Liver Disease and Liver Damage,Investigation of Efficacy and Safety of Semaglutide s.c. Once-weekly Versus Placebo in Subjects With Non-alcoholic Steatohepatitis and Compensated Liver Cirrhosis,Completed,Phase 2,71,2,Semaglutide|Placebo (semaglutide)
NCT04480710,"Hepion Pharmaceuticals, Inc.",23-JUN-20,30-OCT-21,Interventional,,A Study of CRV431 Dosed Once Daily in NASH Induced F2 and F3 Subjects,"AMBITION: A Phase 2A, Multiple-Center, Single-Blind, Placebo-Controlled Study To Evaluate The Safety and Tolerability of CRV431 Dosed Once Daily in NASH Induced F2 and F3 Subjects",Completed,Phase 2,49,4,CRV431 75mg|Placebo (1 softgel)|CRV431 225mg|Placebo (3 softgels)
NCT03998514,"CohBar, Inc.",09-JUL-18,19-APR-21,Interventional,,A Phase 1a/1b Study of CB4211 in Healthy Non-obese Subjects and Subjects With Nonalcoholic Fatty Liver Disease,"A Phase 1a/1b Study of Safety, Tolerability, and Pharmacokinetics of CB4211 in Healthy Non-obese Subjects and Subjects With Nonalcoholic Fatty Liver Disease",Completed,Phase 1,88,10,CB4211 Dose 1|CB4211 Dose 2|CB4211 Dose 3|CB4211 Dose 4|CB4211 Dose 5|CB4211 Dose 6|CB4211 Dose TBD|Placebo
NCT04505436,Hanmi Pharmaceutical Company Limited,29-JUL-20,10-NOV-24,Interventional,,"Study to Evaluate Efficacy, Safety and Tolerability of HM15211 in Subjects","A Phase 2, Randomized, Double-Blind, Placebo-Controlled, Parallel Group Study to Evaluate Efficacy, Safety and Tolerability of HM15211 Treatment for 12 Months in Subjects With Biopsy Confirmed NASH",Recruiting,Phase 2,217,2,HM15211|Placebo of HM15211
NCT04523584,Siemens Medical Solutions,15-AUG-20,14-FEB-22,Observational,,Ultrasound Quantification of Liver Fat,Ultrasound Quantification of Liver Fat,Recruiting,,56,,Magnetic Resonance Imaging (MRI)|Ultrasound Imaging
NCT04004325,"Forma Therapeutics, Inc.",17-MAY-19,20-JAN-20,Interventional,,A Study of FT 4101 in Overweight/Obese Participants With Non-alcoholic Steatohepatitis,"A Phase 1/2, Randomized, Double-Blind, Placebo-Controlled Study Evaluating the Safety, Tolerability and Efficacy of FT-4101 in Overweight/Obese Subjects With NASH",Terminated,Phase 1/Phase 2,14,2,FT-4101|FT-4101 placebo|Deuterated Water
NCT04006145,Albireo,06-JUN-19,15-JUL-20,Interventional,,A Phase 2 Study of Elobixibat in Adults With NAFLD or NASH,"A Double-Blind, Randomized, Placebo-Controlled, Phase 2 Study to Explore the Efficacy and Safety of Elobixibat in Adults With Nonalcoholic Fatty Liver Disease (NAFLD) or Nonalcoholic Steatohepatitis (NASH)",Completed,Phase 2,47,2,Elobixibat|Placebo oral tablet
NCT04019561,MedImmune LLC,23-SEP-19,06-MAY-21,Interventional,,A Study to Evaluate Safety and Pharmacodynamic Efficacy of 0382 in Obese Subjects With NAFLD/NASH.,"A Phase 2, Randomized, Double-blind, Placebo-controlled Study to Evaluate the Safety and Pharmacodynamic Effects of MEDI0382 in Obese Subjects With Non-Alcoholic Fatty Liver Disease (NAFLD)/ Non-Alcoholic Steatohepatitis (NASH)",Completed,Phase 2,74,4,MEDI0382 high dose|Placebo for MEDI0382 high dose|MEDI0382 low dose|Placebo for MEDI0382 low dose
NCT04054297,Unilever R&D,22-JUL-19,23-MAR-21,Interventional,,Glycemic Index/Saturated Fatty Acid Diet and Hepatic Fat,The Effect of a Low Compared to a High Glycemic Index/Saturated Fatty Acid Diet on Hepatic Fat,Completed,Not Applicable,13,2,High GI/SFA diet|Low GI/SFA diet
NCT04048876,Celgene,14-AUG-19,28-SEP-21,Interventional,,Study to Evaluate the Efficacy and Safety of CC-90001 in Participants With Non-alcoholic Steatohepatitis (NASH) and Liver Fibrosis,"A Phase 2, Randomized, Double-Blind, Placebo-Controlled, Multicenter, Dose-Finding Study To Evaluate The Efficacy and Safety Of CC-90001 In Subjects With Non-Alcoholic Steatohepatitis (NASH) and Liver Fibrosis",Terminated,Phase 2,56,4,CC-90001|Placebo
NCT04054310,Perspectum,05-AUG-20,30-JUN-22,Interventional,,Non-Invasive Quantification of Liver Health in NASH (N-QUAN),Non-Invasive Quantification of Liver Health in NASH (N-QUAN): A Prospective Diagnostic Accuracy Study,Recruiting,Not Applicable,225,1,Liver Multi Scan
NCT04065841,Novartis Pharmaceuticals,11-DEC-19,29-MAR-24,Interventional,,"Efficacy, Safety and Tolerability of the Combination of Tropifexor & Licogliflozin and Each Monotherapy, Compared With Placebo in Adult Patients With NASH and Liver Fibrosis.","A Randomized, Double-blind, Parallel-group, Multicenter Study to Assess Efficacy, Safety, and Tolerability of Oral Tropifexor (LJN452) & Licogliflozin (LIK066) Combination Therapy and Each Monotherapy, Compared With Placebo for Treatment of Adult Patients With Nonalcoholic Steatohepatitis (NASH) and Liver Fibrosis.(ELIVATE)",Recruiting,Phase 2,380,4,Tropifexor|Licogliflozin|Placebo
NCT04565717,Alnylam Pharmaceuticals,09-OCT-20,04-JAN-23,Interventional,,A Study of ALN-HSD in Healthy Adult Subjects and Adult Patients With Nonalcoholic Steatohepatitis (NASH),"A Phase 1, Randomized, Double-Blind, Placebo-Controlled, 2-Part Study of the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of Single Dose ALN-HSD in Healthy Adult Subjects and Multiple Dose ALN-HSD in Adult Patients With Nonalcoholic Steatohepatitis (NASH)","Active, not recruiting",Phase 1,103,4,ALN-HSD|Placebo
NCT04583423,Merck Sharp & Dohme LLC,11-NOV-20,29-MAY-24,Interventional,,A Study of MK-3655 in Individuals With Pre-cirrhotic Nonalcoholic Steatohepatitis (NASH) (MK-3655-001),"A Phase 2b Randomized, Double-Blind, Placebo-Controlled Study to Evaluate the Efficacy and Safety of MK-3655 in Individuals With Pre-cirrhotic Nonalcoholic Steatohepatitis.",Recruiting,Phase 2,328,4,MK-3655|Placebo
NCT04140123,"Guangdong Raynovent Biotech Co., Ltd",23-JUN-20,03-AUG-21,Interventional,,"Tolerability, Efficacy, and PK of ZSP1601 in Patients With Non-Alcoholic Steatohepatitis (NASH)","A Multi-center, Randomized, Double-blind, Dose-increasing, Placebo-controlled，Multi-dose, 28-day Continuous Administration Phase Ib/IIa Clinical Trial to Evaluate the Tolerability, Efficacy, and PK of ZSP1601 in Patients With Nonalcoholic Steatohepatitis",Completed,Phase 1/Phase 2,37,4,ZSP1601|ZSP1601 Placebo
NCT04639414,Novo Nordisk A/S|Boehringer Ingelheim,26-MAR-21,31-DEC-23,Interventional,,Combined Active Treatment in Type 2 Diabetes With NASH,Combined Active Treatment in Type 2 Diabetes With NASH,Recruiting,Phase 4,192,3,Empagliflozin 10mg oral tablet / Semaglutide 1mg pen injector|Empagliflozin 10mg oral tablet and placebo pen injector matching semaglutide|Placebo matching empagliflozin and placebo pen injector matching semaglutide
NCT04685993,Lipocine Inc.,11-NOV-20,31-AUG-22,Interventional,,A Study of the Safety and Tolerability of LPCN 1144 in Subjects Who Completed the LPCN 1144-18-002 Trial,An Open Label Extension Study of the Safety and Tolerability of LPCN 1144 for the Treatment of Subjects With Nonalcoholic Steatohepatitis (NASH) Who Have Completed the LPCN 1144-18-002 Trial,"Active, not recruiting",Phase 2,20,1,LPCN 1144
NCT04697810,Can-Fite BioPharma,10-DEC-21,15-APR-23,Interventional,,Namodenoson in the Treatment of Non-Alcoholic Steatohepatitis (NASH),"A Phase 2B Randomized, Double-Blind, Placebo-Controlled Study of the Efficacy and Safety of Namodenoson in the Treatment of Non-Alcoholic Steatohepatitis (NASH)",Recruiting,Phase 2,114,2,Namodenoson|Placebo
NCT04702490,"Metacrine, Inc.",15-DEC-20,30-JUN-22,Interventional,,Study to Evaluate MET409 Alone or in Combination With Empagliflozin in Patients With Type 2 Diabetes and NASH,A Phase 2A Study to Evaluate MET409 Alone or in Combination With Empagliflozin in Patients With Type 2 Diabetes Mellitus (T2DM) and Nonalcoholic Steatohepatitis (NASH),"Active, not recruiting",Phase 2,120,4,MET409 Active|MET409 Placebo|Empagliflozin
NCT04722653,Novo Nordisk A/S,02-FEB-21,27-APR-21,Interventional,,A Research Study Looking at How the Medicine NNC0194-0499 Behaves in Japanese and Non-Asian Men,"Investigation of Safety, Tolerability and Pharmacokinetic Properties of Single Subcutaneous Doses of NNC0194-0499 in Japanese and Non-Asian Male Subjects",Completed,Phase 1,42,2,NNC0194-0499|Placebo (NNC0194-0499 )
NCT04771273,Boehringer Ingelheim,27-APR-21,08-MAR-24,Interventional,,A Study to Test Safety and Efficacy of BI456906 in Adults With Non-alcoholic Steatohepatitis (NASH) and Fibrosis (F1-F3),"Multicenter, Double-blind, Parallel-group, Randomized, 48 Weeks, Dose-ranging, Placebo-controlled Phase II Trial to Evaluate Efficacy, Safety and Tolerability of Multiple Subcutaneous (s.c.) Doses of BI 456906 in Patients With Non-alcoholic Steatohepatitis (NASH) and Fibrosis.",Recruiting,Phase 2,240,4,BI 456906|Placebo
NCT04773964,"Metacrine, Inc.",03-MAR-21,14-FEB-22,Interventional,,Study to Evaluate MET642 in Patients With NASH,"Phase 2a Study to Evaluate the Safety, Pharmacokinetics and Pharmacodynamics of MET642 in Patients With Nonalcoholic Steatohepatitis (NASH)","Active, not recruiting",Phase 2,215,3,MET642|Placebo
NCT04073368,"Axcella Health, Inc",03-DEC-18,03-SEP-20,Interventional,This is the safety analysis population,Study of the Safety and Tolerability of AXA1125 and AXA1957 in Subjects With Non-Alcoholic Fatty Liver Disease (NAFLD),"A 16-Week, Single-Blind Randomized, Placebo- Controlled Food Study of the Safety and Tolerability of AXA1125 and AXA1957 in Subjects With Non-Alcoholic Fatty Liver Disease (NAFLD)",Completed,Not Applicable,112,4,AXA1957|AXA1125|Placebo
NCT04109742,Thorne Research Inc.,09-DEC-19,22-APR-20,Interventional,,Curcumin for Pediatric Nonalcoholic Fatty Liver Disease,Curcumin for Pediatric Nonalcoholic Fatty Liver Disease: A Pilot Randomized Controlled Trial,Withdrawn,Phase 2,0,3,phosphatidylcholine-curcumin complex supplement|Placebo curcumin capsule
NCT04134091,Lipocine Inc.,27-AUG-19,24-JUN-21,Interventional,,"A Study to Assess the Efficacy, Safety and Tolerability of Oral LPCN 1144 in Subjects With Nonalcoholic Steatohepatitis (NASH)","A Phase 2, Randomized Double-Blind, Placebo-Controlled, Multi-Center Study to Assess the Efficacy, Safety and Tolerability of Oral LPCN 1144 in Subjects With Nonalcoholic Steatohepatitis (NASH)",Completed,Phase 2,56,3,LPCN 1144 Formulation A|LPCN 1144 Formulation B|Placebo
NCT04142424,Parexel|AstraZeneca,28-OCT-19,12-NOV-21,Interventional,,"A Study to Understand the Safety, Tolerability, and Activity of Drug in Body Over a Period of Time of AZD2693, in Subjects of Non-Childbearing Potential in Overweight But Otherwise Healthy Subjects, and Healthy Chinese and Japanese Subjects","A Phase I, Randomized, Single-blind, Placebo-controlled Study to Assess the Safety, Tolerability and Pharmacokinetics of AZD2693 Following Single Ascending Dose Administration in Male and Female Subjects of Non-childbearing Potential in Overweight But Otherwise Healthy Subjects, and Healthy Chinese and Japanese Subjects",Completed,Phase 1,73,9,AZD2693|Placebo
NCT04142749,PharmaKing,15-NOV-19,31-OCT-21,Interventional,,Oltipraz for Liver Fat Reduction in Patients With Non-alcoholic Fatty Liver Disease Except for Liver Cirrhosis,"A Multi-center, Randomized, Double-blind, Placebo-controlled, Parallel, Phase III Clinical Trial to Evaluate the Efficacy and Safety of Oltipraz",Recruiting,Phase 3,144,2,Oltipraz|Placebos
NCT04147195,Novartis Pharmaceuticals,04-JUN-20,06-JAN-22,Interventional,,Study of Various Treatments in Non-alcoholic Fatty Liver Disease (NAFLD) Patients Who Have Aspects of Non-alcoholic Steatohepatitis (NASH),"NASH EXploratory Single and COmbination Treatment (NEXSCOT): An Open Label, Multicenter, Platform Study to Evaluate the Safety, Tolerability, Pharmacokinetics and Efficacy of Various Single and Combination Treatments in Patients With Non-alcoholic Fatty Liver Disease (NAFLD) Who Manifest a Non-alcoholic Steatohepatitis (NASH)-Like Biomarker Phenotype",Terminated,Phase 2,41,2,LYS006|LYS006 + Tropifexor (LJN452)
NCT04146805,Blade Therapeutics,10-JAN-20,12-APR-21,Interventional,,"Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of BLD-0409 in Healthy Subjects","A Phase 1a, Double Blind, Placebo-Controlled, Single-Center, Single and Multiple Ascending Dose Study to Evaluate the Safety, Tolerability Pharmacokinetics, and Pharmacodynamics of BLD-0409 in Healthy Volunteers",Completed,Phase 1,80,2,BLD-0409|Control: Placebo
NCT04782050,E-Scopics,15-SEP-21,15-SEP-22,Interventional,,Non-invasive Ultrasound Diagnosis of Chronic Liver Diseases in Hepatology Consultation,Diagnostic échographique Non-invasif Des Maladies Chroniques du Foie en Consultation d'hépatologie,Recruiting,Not Applicable,100,1,Ultrasound liver assessment
NCT04187339,"NGM Biopharmaceuticals, Inc",13-FEB-20,22-APR-21,Interventional,,Study of NGM395 in Adult Participants,"A Phase 1, Randomized, Placebo-controlled, Double-blind, Two-part Study to Evaluate the Safety and Tolerability of NGM395 in Adult Obese Patients (Part 1) and in Adult Patients With Nonalcoholic Fatty Liver Disease (NAFLD) (Part 2).",Completed,Phase 1,38,7,NGM395|NGM395|NGM395|NGM395|NGM395|NGM395|Placebo
NCT04800094,Philips Clinical & Medical Affairs Global,02-MAR-21,30-AUG-22,Interventional,,Pediatric Liver Fat Quantification (LFQ) Phase 2 Pilot Study,Pilot Study of On-Cart Liver Fat Quantification (LFQ) Feature to Assess Correlation With Magnetic Resonance Imaging Proton Density Fat Fraction (MRI-PDFF) Results in a Pediatric Population,Recruiting,Not Applicable,30,1,Investigational Liver Fat Quantification Software
NCT04808154,Sinew Pharma Inc.,22-JUL-21,31-AUG-21,Interventional,,"A Phase I Study to Investigate the Safety, Tolerability and Pharmacokinetic Profile of SNP-630 in Health Subjects.","A Phase I Single Dose Study to Investigate the Safety, Tolerability and Pharmacokinetic Profile of SNP-630 in Health Subjects.",Completed,Phase 1,28,1,SNP-630
NCT04820036,Boston Scientific Corporation,06-MAY-21,31-DEC-22,Interventional,,A Physiologic Analysis of Endoscopic Sleeve Gastroplasty (ESG),A Physiologic Analysis of Endoscopic Sleeve Gastroplasty (ESG): Effects of ESG on Non-Alcoholic Steatohepatitis (NASH) and Portal Pressure Gradient in Patients With Obesity and NASH With Advanced Fibrosis,Recruiting,Not Applicable,12,1,Insulin Resistance|Quality of Life Assessment|Liver Function Test|Radiologic features of NASH|Serologic features of NASH
NCT04829123,"Dongguan HEC Biopharmaceutical R&D Co., Ltd.",29-MAY-21,31-DEC-22,Interventional,,"The Safety, Tolerability, Pharmacokinetic, and Pharmacodynamic Study of HEC88473 in Healthy Subjects","A Phase 1, Double Blind, Placebo Controlled, Single and Multiple Ascending Dose, Safety, Tolerability, Pharmacokinetic, and Pharmacodynamic Study of HEC88473 in Healthy Subjects",Recruiting,Phase 1,100,11,HEC88473 injection|Placebo
NCT04166773,Eli Lilly and Company,19-NOV-19,15-DEC-23,Interventional,,A Study of Tirzepatide (LY3298176) in Participants With Nonalcoholic Steatohepatitis (NASH),"A Randomized, Double-Blind, Placebo-Controlled Phase 2 Study Comparing the Efficacy and Safety of Tirzepatide Versus Placebo in Patients With Nonalcoholic Steatohepatitis (NASH)",Recruiting,Phase 2,196,4,Tirzepatide|Placebo
NCT04194242,"Sunshine Lake Pharma Co., Ltd.",03-JAN-20,17-JUL-20,Interventional,,"The Tolerability , Pharmacokinetics and Pharmacodynamics Study of HEC96719 Tablets in Healthy Adult Subjects","A Phase I, Single Center, Randomized, Double-blind, Placebo-controlled, Single Ascending Dose Study to Access the Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of HEC96719 Tablets in Chinese Healthy Volunteers",Completed,Phase 1,64,2,HEC96719 tablets|Placebo tablet
NCT04197479,"Madrigal Pharmaceuticals, Inc.",16-DEC-19,31-DEC-21,Interventional,,A Phase 3 Study to Evaluate the Safety and Biomarkers of Resmetirom (MGL-3196) in Non Alcoholic Fatty Liver Disease (NAFLD) Patients,"A 52-Week, Phase 3 Study to Evaluate Safety and Biomarkers of Resmetirom (MGL-3196) in Patients With Non-alcoholic Fatty Liver Disease (NAFLD) (MAESTRO-NAFLD-1)",Recruiting,Phase 3,700,4,Placebo|Resmetirom
NCT04202354,Arrowhead Pharmaceuticals,03-MAR-20,23-NOV-21,Interventional,,Study of ARO-HSD in Healthy Volunteers and Patients With Non-Alcoholic Steatohepatitis (NASH) or Suspected NASH,"A Phase 1/2a Single and Multiple Dose-Escalating Study to Evaluate the Safety, Tolerability, Pharmacokinetics and Pharmacodynamic Effects of ARO-HSD in Normal Healthy Volunteers as Well as in Patients With NASH or Suspected NASH",Completed,Phase 1,50,2,ARO-HSD Injection|sterile normal saline (0.9% NaCl)
